Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,BioSampleModel,Bytes,Center Name,Collection_Date,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,Experiment,geo_loc_name_country,geo_loc_name_country_continent,geo_loc_name,Instrument,isolation_source,lat_lon,Library Name,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,create_date,version,sample_id_unique,Sample Name,SRA Study,SampleID (run)
SRR15158116,AMPLICON,259,34408618,PRJNA746305,SAMN14139062,Metagenome or environmental,17929807,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,sra,fastq","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11465679,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1710C .. F03_2nd_21,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:11:00Z,1,1710C,1710C,SRP328310,
SRR15158117,AMPLICON,259,42236612,PRJNA746305,SAMN14139060,Metagenome or environmental,24154109,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11465678,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1709J .. TR_C_03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:11:00Z,1,1709J,1709J,SRP328310,
SRR15158118,AMPLICON,264,37204023,PRJNA746305,SAMN14139056,Metagenome or environmental,15472092,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,run.zq,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11465677,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1706F .. TR_D_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:11:00Z,1,1706F,1706F,SRP328310,
SRR15158119,AMPLICON,266,7572839,PRJNA746305,SAMN14138920,Metagenome or environmental,4224371,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,sra,fastq","s3,ncbi,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11465676,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1622A .. TR_N_15,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:11:00Z,1,1622A,1622A,SRP328310,
SRR15158120,AMPLICON,259,7165085,PRJNA746305,SAMN14139054,Metagenome or environmental,4462368,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","s3,ncbi,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11465675,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705V .. Pool_13,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:11:00Z,1,1705V,1705V,SRP328310,
SRR15158121,AMPLICON,260,15662506,PRJNA746305,SAMN14139052,Metagenome or environmental,8741842,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11465674,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705T .. Pool_13,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:11:00Z,1,1705T,1705T,SRP328310,
SRR15158122,AMPLICON,262,31634818,PRJNA746305,SAMN14139051,Metagenome or environmental,15879799,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11465673,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705S .. TR_D_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:11:00Z,1,1705S,1705S,SRP328310,
SRR15158123,AMPLICON,262,11328448,PRJNA746305,SAMN14139049,Metagenome or environmental,6639459,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,sra,fastq","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465672,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705Q .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1705Q,1705Q,SRP328310,
SRR15158124,AMPLICON,263,11591006,PRJNA746305,SAMN14139048,Metagenome or environmental,7027684,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465671,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705P .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1705P,1705P,SRP328310,
SRR15158125,AMPLICON,261,23213908,PRJNA746305,SAMN14139047,Metagenome or environmental,14852319,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11465670,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705O .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1705O,1705O,SRP328310,
SRR15158126,AMPLICON,265,18594185,PRJNA746305,SAMN14139046,Metagenome or environmental,10402050,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,sra,fastq","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465669,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705N .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1705N,1705N,SRP328310,
SRR15158127,AMPLICON,266,24451790,PRJNA746305,SAMN14139045,Metagenome or environmental,14444841,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,sra,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11465668,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705M .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1705M,1705M,SRP328310,
SRR15158128,AMPLICON,265,12081050,PRJNA746305,SAMN14139044,Metagenome or environmental,6507953,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,fastq,run.zq","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465667,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705L .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1705L,1705L,SRP328310,
SRR15158129,AMPLICON,264,31460111,PRJNA746305,SAMN14139043,Metagenome or environmental,18107862,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11465666,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705K .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1705K,1705K,SRP328310,
SRR15158130,AMPLICON,265,3747029,PRJNA746305,SAMN14138919,Metagenome or environmental,2144230,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","gs,ncbi,s3","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465665,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1617P .. TR_N_15,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1617P,1617P,SRP328310,
SRR15158131,AMPLICON,262,20887015,PRJNA746305,SAMN14139042,Metagenome or environmental,12828951,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11465664,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705J .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1705J,1705J,SRP328310,
SRR15158132,AMPLICON,262,12846835,PRJNA746305,SAMN14139041,Metagenome or environmental,8080868,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,sra,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11465663,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705I .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1705I,1705I,SRP328310,
SRR15158133,AMPLICON,265,17669671,PRJNA746305,SAMN14139039,Metagenome or environmental,10565356,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11465662,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705F .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1705F,1705F,SRP328310,
SRR15158134,AMPLICON,259,12082995,PRJNA746305,SAMN14139038,Metagenome or environmental,7092392,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11465661,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705E .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:12:00Z,1,1705E,1705E,SRP328310,
SRR15158135,AMPLICON,260,29689851,PRJNA746305,SAMN14139037,Metagenome or environmental,17979198,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,run.zq,fastq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11465660,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1705D .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1705D,1705D,SRP328310,
SRR15158136,AMPLICON,266,84842621,PRJNA746305,SAMN14139022,Metagenome or environmental,37268730,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465659,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1695B .. pool4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1695B,1695B,SRP328310,
SRR15158137,AMPLICON,260,127986574,PRJNA746305,SAMN14139021,Metagenome or environmental,53553580,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,sra,fastq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11465658,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1695A .. pool5,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1695A,1695A,SRP328310,
SRR15158138,AMPLICON,263,35642496,PRJNA746305,SAMN14139013,Metagenome or environmental,23883518,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465657,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1694K .. pool4,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1694K,1694K,SRP328310,
SRR15158139,AMPLICON,263,16035620,PRJNA746305,SAMN14139012,Metagenome or environmental,9948048,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11465656,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1691H .. TR_C_05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1691H,1691H,SRP328310,
SRR15158140,AMPLICON,262,12876536,PRJNA746305,SAMN14139011,Metagenome or environmental,6764652,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","s3,ncbi,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11465655,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1691G .. TR_C_05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1691G,1691G,SRP328310,
SRR15158141,AMPLICON,265,6368204,PRJNA746305,SAMN14138918,Metagenome or environmental,3587509,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,fastq,run.zq","gs,ncbi,s3","s3.us-east-1,ncbi.public,gs.us-east1",SRX11465654,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1617O .. TR_N_15,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1617O,1617O,SRP328310,
SRR15158142,AMPLICON,260,14426619,PRJNA746305,SAMN14139010,Metagenome or environmental,6357800,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","gs,ncbi,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX11465653,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1691F .. TR_C_05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1691F,1691F,SRP328310,
SRR15158143,AMPLICON,265,6077003,PRJNA746305,SAMN14139008,Metagenome or environmental,3509027,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","ncbi,gs,s3","ncbi.public,s3.us-east-1,gs.us-east1",SRX11465652,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1690L .. TR_C_03,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1690L,1690L,SRP328310,
SRR15158144,AMPLICON,262,21772313,PRJNA746305,SAMN14139007,Metagenome or environmental,11149022,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,sra,run.zq","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11465651,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1687O .. TR_C_05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1687O,1687O,SRP328310,
SRR15158145,AMPLICON,265,37227526,PRJNA746305,SAMN14139004,Metagenome or environmental,17885394,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,run.zq,fastq","s3,ncbi,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465650,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1687L .. TR_C_05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1687L,1687L,SRP328310,
SRR15158146,AMPLICON,260,27320597,PRJNA746305,SAMN14139002,Metagenome or environmental,11337801,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,fastq,run.zq","ncbi,s3,gs","gs.us-east1,s3.us-east-1,ncbi.public",SRX11465649,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1687J .. TR_C_05,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1687J,1687J,SRP328310,
SRR15158147,AMPLICON,259,14969519,PRJNA746305,SAMN14139000,Metagenome or environmental,9473158,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,fastq,run.zq","ncbi,s3,gs","ncbi.public,gs.us-east1,s3.us-east-1",SRX11465648,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1687H .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1687H,1687H,SRP328310,
SRR15158148,AMPLICON,264,7996353,PRJNA746305,SAMN14138999,Metagenome or environmental,5113953,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","s3,gs,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465647,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1686L .. Pool_13,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1686L,1686L,SRP328310,
SRR15158149,AMPLICON,266,25643523,PRJNA746305,SAMN14138998,Metagenome or environmental,15545589,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,sra,fastq","gs,s3,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11465646,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1686K .. Pool_13,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,1686K,1686K,SRP328310,
SRR15158150,AMPLICON,261,19702510,PRJNA746305,SAMN14138996,Metagenome or environmental,11857971,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,run.zq,fastq","gs,ncbi,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX11465645,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1684F .. Pool_13,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,1684F,1684F,SRP328310,
SRR15158151,AMPLICON,262,16628083,PRJNA746305,SAMN14138995,Metagenome or environmental,10491714,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","gs,s3,ncbi","s3.us-east-1,gs.us-east1,ncbi.public",SRX11465644,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1684E .. Pool_13,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,1684E,1684E,SRP328310,
SRR15158152,AMPLICON,261,4206174,PRJNA746305,SAMN14138917,Metagenome or environmental,2539773,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,fastq,run.zq","ncbi,s3,gs","s3.us-east-1,gs.us-east1,ncbi.public",SRX11465643,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1617N .. TR_N_15,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:13:00Z,1,1617N,1617N,SRP328310,
SRR15158153,AMPLICON,263,11588234,PRJNA746305,SAMN14138994,Metagenome or environmental,6963160,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,run.zq,fastq","ncbi,s3,gs","ncbi.public,s3.us-east-1,gs.us-east1",SRX11465642,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1684D .. Pool_13,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,1684D,1684D,SRP328310,
SRR15158154,AMPLICON,263,8281745,PRJNA746305,SAMN14432312,Metagenome or environmental,4272840,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,fastq,run.zq","gs,s3,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11465641,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0251H .. TR_D_02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,FMT.0251H,FMT.0251H,SRP328310,
SRR15158155,AMPLICON,259,21744400,PRJNA746305,SAMN14431746,Metagenome or environmental,13055180,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,fastq,run.zq","gs,s3,ncbi","s3.us-east-1,ncbi.public,gs.us-east1",SRX11465640,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1734J .. TR_C_01,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,1734J,1734J,SRP328310,
SRR15158156,AMPLICON,264,8921414,PRJNA746305,SAMN14141574,Metagenome or environmental,5388665,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465639,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0250W .. F03_2nd_21,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,FMT.0250W,FMT.0250W,SRP328310,
SRR15158157,AMPLICON,260,26616047,PRJNA746305,SAMN14141573,Metagenome or environmental,14029998,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","s3,gs,ncbi","ncbi.public,gs.us-east1,s3.us-east-1",SRX11465638,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0250V .. F03_2nd_21,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,FMT.0250V,FMT.0250V,SRP328310,
SRR15158158,AMPLICON,259,6096768,PRJNA746305,SAMN14141572,Metagenome or environmental,3323398,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,sra,run.zq","ncbi,gs,s3","ncbi.public,gs.us-east1,s3.us-east-1",SRX11465637,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0250U .. F03_2nd_21,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,FMT.0250U,FMT.0250U,SRP328310,
SRR15158159,AMPLICON,262,5709440,PRJNA746305,SAMN14141571,Metagenome or environmental,3322059,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","ncbi,s3,gs","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465636,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0250R .. F_03_1st,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,FMT.0250R,FMT.0250R,SRP328310,
SRR15158160,AMPLICON,261,11146043,PRJNA746305,SAMN14138993,Metagenome or environmental,6146200,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465635,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,1684C .. Pool_13,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,1684C,1684C,SRP328310,
SRR15158161,AMPLICON,263,3727972,PRJNA746305,SAMN14141557,Metagenome or environmental,2378921,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,run.zq,fastq","gs,s3,ncbi","gs.us-east1,ncbi.public,s3.us-east-1",SRX11465634,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0244R .. TR_D_02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,FMT.0244R,FMT.0244R,SRP328310,
SRR15158162,AMPLICON,261,4397097,PRJNA746305,SAMN14141555,Metagenome or environmental,2326960,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","ncbi,s3,gs","s3.us-east-1,ncbi.public,gs.us-east1",SRX11465633,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0244O .. TR_D_02,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,FMT.0244O,FMT.0244O,SRP328310,
SRR15158163,AMPLICON,266,22700688,PRJNA746305,SAMN14141552,Metagenome or environmental,13243545,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"fastq,run.zq,sra","s3,gs,ncbi","gs.us-east1,s3.us-east-1,ncbi.public",SRX11465632,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0240O .. TR_N_15,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,FMT.0240O,FMT.0240O,SRP328310,
SRR15158164,AMPLICON,266,10136454,PRJNA746305,SAMN14141551,Metagenome or environmental,5717562,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"sra,run.zq,fastq","s3,gs,ncbi","ncbi.public,s3.us-east-1,gs.us-east1",SRX11465631,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0240N .. TR_N_15,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,FMT.0240N,FMT.0240N,SRP328310,
SRR15158165,AMPLICON,260,1579063,PRJNA746305,SAMN14141549,Metagenome or environmental,944228,MEMORIAL SLOAN KETTERING CANCER CENTER,NA,public,"run.zq,fastq,sra","ncbi,gs,s3","s3.us-east-1,gs.us-east1,ncbi.public",SRX11465630,USA,North America,USA:New York,Illumina MiSeq,stool,40.7641 N 73.9568 W,FMT.0240I .. TR_N_15,PAIRED,PCR,METAGENOMIC,human gut metagenome,ILLUMINA,2021-08-27T00:00:00Z,2021-07-16T01:14:00Z,1,FMT.0240I,FMT.0240I,SRP328310,
